,id,cwe,cve,ecosystem,package,buggy_version,fixed_version,package_url,advisory_file,repository_url,fixed,buggy,cbuggy,commits
1756,GHSA-6456-xjm5-g3pg,CWE-79,CVE-2018-1999007,Maven,org.jenkins-ci.main:jenkins-core,0,2.121.2,https://github.com/jenkinsci/jenkins,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6456-xjm5-g3pg/GHSA-6456-xjm5-g3pg.json,scm:git:git://github.com/jenkinsci/jenkins.git/jenkins-core,NA,NA,,https://github.com/jenkinsci/stapler/commit/03e221a81e8424709d1fbdf72ab814309dd8e13f
1757,GHSA-64jr-ggw8-h9jc,CWE-256;CWE-522,CVE-2020-2125,Maven,ru.yandex.jenkins.plugins.debuilder:debian-package-builder,0,None,https://github.com/jenkinsci/debian-package-builder-plugin,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-64jr-ggw8-h9jc/GHSA-64jr-ggw8-h9jc.json,https://github.com/jenkinsci/debian-package-builder-plugin,NA,NA,,
1758,GHSA-64mc-2m9p-23c8,,CVE-2014-3663,Maven,org.jenkins-ci.main:jenkins-core,1.566,1.583,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-64mc-2m9p-23c8/GHSA-64mc-2m9p-23c8.json,scm:git:git://github.com/jenkinsci/jenkins.git/jenkins-core,NA,NA,,
1759,GHSA-656g-hf8v-x2rw,CWE-256;CWE-522,CVE-2020-2208,Maven,org.jenkins-ci.plugins:slack-uploader,0,None,https://github.com/jenkinsci/slack-uploader-plugin,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-656g-hf8v-x2rw/GHSA-656g-hf8v-x2rw.json,https://github.com/jenkinsci/slack-uploader-plugin,NA,NA,,
1760,GHSA-65cq-whr4-7c2v,CWE-79,CVE-2017-1000109,Maven,org.jenkins-ci.plugins:dependency-check-jenkins-plugin,0,2.0.1.2,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-65cq-whr4-7c2v/GHSA-65cq-whr4-7c2v.json,https://github.com/jenkinsci/dependency-check-plugin,NA,NA,,
1761,GHSA-65rj-cgrp-g65w,CWE-319,CVE-2019-10391,Maven,com.hcl.security:ibm-application-security,0,1.2.5,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-65rj-cgrp-g65w/GHSA-65rj-cgrp-g65w.json,NA,NA,NA,,
1762,GHSA-667q-vj58-rj88,CWE-200,CVE-2018-1999046,Maven,org.jenkins-ci.main:jenkins-core,0,2.121.3,https://github.com/jenkinsci/jenkins,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-667q-vj58-rj88/GHSA-667q-vj58-rj88.json,scm:git:git://github.com/jenkinsci/jenkins.git/jenkins-core,NA,NA,,https://github.com/jenkinsci/jenkins/commit/6867e4469525d16319b1bae9c840b933fe4e23c4
1763,GHSA-66cr-6whx-732p,,CVE-2014-3665,Maven,org.jenkins-ci.main:jenkins-core,0,1.587,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-66cr-6whx-732p/GHSA-66cr-6whx-732p.json,scm:git:git://github.com/jenkinsci/jenkins.git/jenkins-core,NA,NA,,
1764,GHSA-66r6-rvv9-9x6m,CWE-862,CVE-2019-10332,Maven,org.jenkins-ci.plugins:electricflow,0,1.1.7,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-66r6-rvv9-9x6m/GHSA-66r6-rvv9-9x6m.json,NA,NA,NA,,
1765,GHSA-66rm-wg7m-8pgv,CWE-352,CVE-2020-2273,Maven,org.jenkins-ci.plugins:elastest,0,None,https://github.com/jenkinsci/elastest-plugin,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-66rm-wg7m-8pgv/GHSA-66rm-wg7m-8pgv.json,NA,NA,NA,,
1766,GHSA-66rx-gqx3-p98m,CWE-287,CVE-2012-5351,Maven,org.apache.axis2:axis2,0,1.6.4,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-66rx-gqx3-p98m/GHSA-66rx-gqx3-p98m.json,https://gitbox.apache.org/repos/asf/axis-axis2-java-core,1.6.4,1.6.3,,
1767,GHSA-6755-jgp4-8q7h,CWE-611,CVE-2019-10327,Maven,org.jenkins-ci.plugins:pipeline-maven,0,3.7.1,https://github.com/jenkinsci/pipeline-maven-plugin/tree/master/pipeline-maven,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6755-jgp4-8q7h/GHSA-6755-jgp4-8q7h.json,scm:git:git://github.com/jenkinsci/pipeline-maven-plugin.git,NA,NA,,https://github.com/jenkinsci/pipeline-maven-plugin/commit/e7cb858852c05d2423e3fd9922a090982dcd6392
1768,GHSA-678x-xfp4-r92r,CWE-352,CVE-2009-0039,Maven,org.apache.geronimo.plugins:console,0,2.1.4,https://svn.apache.org/viewvc/geronimo/server,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-678x-xfp4-r92r/GHSA-678x-xfp4-r92r.json,http://svn.apache.org/viewvc/geronimo/server/tags/geronimo-3.0.1,2.1.4,2.1.3,,https://github.com/apache/geronimo/commit/aa0c2c26dde8930cad924796af7c17a13d236b16
1769,GHSA-6793-gmp9-2535,CWE-256;CWE-522,CVE-2020-2128,Maven,com.catalogic.ecxjenkins:catalogic-ecx,0,None,https://github.com/jenkinsci/catalogic-ecx-plugin,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6793-gmp9-2535/GHSA-6793-gmp9-2535.json,scm:git:git://github.com/jenkinsci/${project.artifactId}-plugin.git,NA,NA,,
1770,GHSA-67fj-6w6m-w5j8,CWE-326;CWE-327;CWE-328,CVE-2022-29249,Maven,io.github.javaezlib:JavaEZ,1.6,1.7,https://github.com/JavaEZLib/JavaEZ,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-67fj-6w6m-w5j8/GHSA-67fj-6w6m-w5j8.json,https://github.com/JavaEZLib/JavaEZ,1.7,1.6,,
1771,GHSA-67q3-gwww-pm4g,CWE-611,CVE-2017-7664,Maven,org.apache.openmeetings:openmeetings-parent,3.1.0,3.3.0,https://github.com/apache/openmeetings,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-67q3-gwww-pm4g/GHSA-67q3-gwww-pm4g.json,https://github.com/apache/openmeetings,3.3.0,3.2.1,,
1772,GHSA-682g-c99v-9r2g,CWE-384,CVE-2019-10371,Maven,org.jenkins-ci.plugins:gitlab-oauth,0,1.5,https://github.com/jenkinsci/gitlab-oauth-plugin/,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-682g-c99v-9r2g/GHSA-682g-c99v-9r2g.json,scm:git:git://github.com/jenkinsci/${project.artifactId}-plugin.git,NA,NA,,https://github.com/jenkinsci/gitlab-oauth-plugin/commit/695ce63fddb3567cf8d87339ddc1fa3b67ae2db8
1773,GHSA-687x-269m-7cv9,CWE-611,CVE-2018-1000008,Maven,org.jvnet.hudson.plugins:pmd,0,3.50,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-687x-269m-7cv9/GHSA-687x-269m-7cv9.json,https://hudson.dev.java.net/source/browse/hudson/tags/pmd-3.9,NA,NA,,
1774,GHSA-68g5-8q7f-m384,CWE-22,CVE-2017-7675,Maven,org.apache.tomcat:tomcat,9.0.0.M1,9.0.0.M22,https://github.com/apache/tomcat,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-68g5-8q7f-m384/GHSA-68g5-8q7f-m384.json,,9.0.0.M22,9.0.0.M21,,https://github.com/apache/tomcat/commit/cf181edc9a8c239cde704cffc3c503425bdcae2b;https://github.com/apache/tomcat/commit/dacb030b85fe0e0b3da87469e23d0f31252fdede
1775,GHSA-68qx-whxm-h4c4,CWE-200,CVE-2018-1999041,Maven,com.tinfoilsecurity.plugins:tinfoil-scan,0,2.0,https://github.com/jenkinsci/tinfoil-scan-plugin,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-68qx-whxm-h4c4/GHSA-68qx-whxm-h4c4.json,scm:git:git://github.com/jenkinsci/tinfoil-security-plugin.git,NA,NA,,https://github.com/jenkinsci/tinfoil-scan-plugin/commit/26b39449fd75213973a509accde5b3938dbd1f91
1776,GHSA-6967-9vvv-4cmm,CWE-200,CVE-2017-2606,Maven,org.jenkins-ci.main:jenkins-core,0,2.32.2,https://github.com/jenkinsci/jenkins,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6967-9vvv-4cmm/GHSA-6967-9vvv-4cmm.json,scm:git:git://github.com/jenkinsci/jenkins.git/jenkins-core,NA,NA,,https://github.com/jenkinsci/jenkins/commit/09cfbc9cd5c9df7c763bc976b7f5c51266b63719
1777,GHSA-698c-2x4j-g9gq,CWE-119,CVE-2016-6817,Maven,org.apache.tomcat:tomcat,9.0.0.M1,9.0.0.M12,https://github.com/apache/tomcat,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-698c-2x4j-g9gq/GHSA-698c-2x4j-g9gq.json,,NA,NA,,https://github.com/apache/tomcat/commit/079372fc7bac8e2e378942715c9ce26a4a72c07a;https://github.com/apache/tomcat/commit/85c63227edabbfb4f2f500fc557480a190135d21
1778,GHSA-69cj-g7mw-mh72,CWE-200,CVE-2017-1000094,Maven,org.jenkins-ci.plugins:docker-commons,0,1.8,https://github.com/jenkinsci/docker-commons-plugin,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-69cj-g7mw-mh72/GHSA-69cj-g7mw-mh72.json,scm:git:git://github.com/jenkinsci/${project.artifactId}-plugin.git,NA,NA,,https://github.com/jenkinsci/docker-commons-plugin/commit/07ddeff5331687db364d681504117b4e8b2dde6a
1779,GHSA-69wp-3pm3-hxgg,CWE-502,CVE-2019-17564,Maven,org.apache.dubbo:dubbo-rpc-http-invoker,2.5.0,2.7.5,https://github.com/apache/dubbo/,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-69wp-3pm3-hxgg/GHSA-69wp-3pm3-hxgg.json,https://github.com/apache/dubbo,NA,NA,,https://github.com/apache/dubbo/commit/9b18fe228971eaeca9b87d7b7e95df1c2a8ff91b
1780,GHSA-6c7r-6p5m-cp82,CWE-79,CVE-2020-2136,Maven,org.jenkins-ci.plugins:git,0,4.2.1,https://github.com/jenkinsci/git-plugin/,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6c7r-6p5m-cp82/GHSA-6c7r-6p5m-cp82.json,scm:git:git://github.com/jenkinsci/${project.artifactId}-plugin.git,NA,NA,,https://github.com/jenkinsci/git-plugin/commit/f581998be38cfed8e080c672c4b7caa8b4a45979
1781,GHSA-6cpg-3w7f-j67q,CWE-502,CVE-2016-8736,Maven,org.apache.openmeetings:openmeetings-parent,0,3.1.2,https://github.com/apache/openmeetings,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6cpg-3w7f-j67q/GHSA-6cpg-3w7f-j67q.json,https://github.com/apache/openmeetings,3.1.2,NA,,
1782,GHSA-6cpj-3g83-q2j4,CWE-611,CVE-2012-6612,Maven,org.apache.solr:solr-core,0,4.1.0,https://github.com/apache/lucene-solr,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6cpj-3g83-q2j4/GHSA-6cpj-3g83-q2j4.json,https://gitbox.apache.org/repos/asf/solr,4.1.0,4.0.0-BETA,,https://github.com/apache/lucene-solr/commit/0d21b900975b7048d2e925d852aeacb9bdc6766c;https://github.com/apache/lucene-solr/commit/f230486ce6707762c1a6e81655d0fac52887906d
1783,GHSA-6cr4-7c7p-p3xv,CWE-321,CVE-2011-5064,Maven,org.apache.tomcat:tomcat,5.5.0,5.5.34,https://github.com/apache/tomcat,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6cr4-7c7p-p3xv/GHSA-6cr4-7c7p-p3xv.json,,NA,NA,,
1784,GHSA-6cvm-v6qj-hjq9,CWE-200,CVE-2018-1000600,Maven,com.coravy.hudson.plugins.github:github,0,1.29.2,https://github.com/jenkinsci/github-plugin,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6cvm-v6qj-hjq9/GHSA-6cvm-v6qj-hjq9.json,https://hudson.dev.java.net/source/browse/hudson/hudson/plugins/github/tags/github-0.2,NA,NA,,https://github.com/jenkinsci/github-plugin/commit/ce7f5f2cb523757f2bf9ec362e1c8de1de447ec7
1785,GHSA-6fh3-xhwg-7hfh,CWE-319,CVE-2020-2150,Maven,org.jenkins-ci.plugins:sonar-quality-gates,0,None,https://github.com/jenkinsci/sonar-quality-gates-plugin,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6fh3-xhwg-7hfh/GHSA-6fh3-xhwg-7hfh.json,NA,NA,NA,,
1786,GHSA-6fr3-286q-q3cr,CWE-295,CVE-2020-2252,Maven,org.jenkins-ci.plugins:mailer,1.32,1.32.1,https://github.com/jenkinsci/mailer-plugin/,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6fr3-286q-q3cr/GHSA-6fr3-286q-q3cr.json,scm:git:git://github.com/jenkinsci/${project.artifactId}-plugin.git,NA,NA,,https://github.com/jenkinsci/mailer-plugin/commit/e1893c6d105669f134ee5c5212ef9f3944d7d00d
1787,GHSA-6fv3-w7j6-5xfc,CWE-522,CVE-2019-10467,Maven,org.jenkins-ci.plugins:sonar-gerrit,0,2.4.5,https://github.com/jenkinsci/sonar-gerrit-plugin,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6fv3-w7j6-5xfc/GHSA-6fv3-w7j6-5xfc.json,scm:git:ssh://github.com/jenkinsci/${project.artifactId}-plugin.git,NA,NA,,https://github.com/jenkinsci/sonar-gerrit-plugin/commit/d86de84131660051de7a90195478761b7d087630
1788,GHSA-6fxm-66hq-fc96,CWE-400,CVE-2012-2098,Maven,org.apache.commons:commons-compress,0,1.4.1,https://github.com/apache/commons-compress,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6fxm-66hq-fc96/GHSA-6fxm-66hq-fc96.json,https://gitbox.apache.org/repos/asf/commons-compress,1.4.1,1.4,,https://github.com/apache/commons-compress/commit/020c03d8ef579e80511023fb46ece30e9c3dd27d;https://github.com/apache/commons-compress/commit/0600296ab8f8a0bbdfedd483f51b38005eb8e34e;https://github.com/apache/commons-compress/commit/1ce57d976c4f25fe99edcadf079840c278f3cb84;https://github.com/apache/commons-compress/commit/2ab2fcb356753927afaa731b9d2dcc47d3083408;https://github.com/apache/commons-compress/commit/654222e628097763ee6ca561ae77be5c06666173;https://github.com/apache/commons-compress/commit/6ced422bf5eca3aac05396367bafb33ec21bf74e;https://github.com/apache/commons-compress/commit/6e95697e783767f3549f00d7d2e1b002eac4a3d4;https://github.com/apache/commons-compress/commit/8f702469cbf4c451b6dea349290bc4af0f6f76c7;https://github.com/apache/commons-compress/commit/b06f7b41c936ef1a79589d16ea5c1d8b93f71f66;https://github.com/apache/commons-compress/commit/cca0e6e5341aacddefd4c4d36cef7cbdbc2a8777;https://github.com/apache/commons-compress/commit/ea31005111f0abede7e43e4ba0012e62e0808b22;https://github.com/apache/commons-compress/commit/fdd7459bc5470e90024dbe762249166481cce769
1789,GHSA-6fxv-38xc-h866,CWE-79,CVE-2009-0026,Maven,org.apache.jackrabbit:jackrabbit,0,1.5.2,https://github.com/apache/jackrabbit/,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6fxv-38xc-h866/GHSA-6fxv-38xc-h866.json,https://svn.apache.org/viewvc/jackrabbit,NA,NA,,https://github.com/apache/jackrabbit/commit/36330ae8df40ceaddf9f3f95b8d4855b54921579;https://github.com/apache/jackrabbit/commit/fbdcc02bc35db1d23b527da7bc411087ef29bf1f
1790,GHSA-6g33-82gc-3pw5,CWE-611,CVE-2017-12621,Maven,commons-jelly:commons-jelly,0,1.0.1,https://github.com/apache/commons-jelly,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6g33-82gc-3pw5/GHSA-6g33-82gc-3pw5.json,https://svn.apache.org/viewvc/jakarta/commons/proper/jelly,1.0.1,1.0-beta-4.20030104.110205,,
1791,GHSA-6g57-h38c-q52g,CWE-352,CVE-2018-8718,Maven,org.jenkins-ci.plugins:mailer,0,1.21,https://github.com/jenkinsci/mailer-plugin/,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6g57-h38c-q52g/GHSA-6g57-h38c-q52g.json,scm:git:git://github.com/jenkinsci/${project.artifactId}-plugin.git,NA,NA,,https://github.com/jenkinsci/mailer-plugin/commit/98e79cf904769907f83894e29f50ed6b3e7eb135
1792,GHSA-6gjj-c5mj-4cvp,CWE-20,CVE-2014-0033,Maven,org.apache.tomcat:tomcat,6.0.33,6.0.38,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6gjj-c5mj-4cvp/GHSA-6gjj-c5mj-4cvp.json,,NA,NA,,
1793,GHSA-6h58-c7r7-g2hw,CWE-22,CVE-2014-8114,Maven,org.uberfire:uberfire-parent,0.3.0.Beta5,None,https://github.com/uberfire/uberfire/,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6h58-c7r7-g2hw/GHSA-6h58-c7r7-g2hw.json,https://github.com/uberfire/uberfire,NA,NA,,https://github.com/uberfire/uberfire/commit/21ec50eb15
1794,GHSA-6h72-m3xw-fp3c,CWE-269,CVE-2017-1000104,Maven,org.jenkins-ci.plugins:config-file-provider,0,2.16.2,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6h72-m3xw-fp3c/GHSA-6h72-m3xw-fp3c.json,scm:git:git://github.com/jenkinsci/config-file-provider-plugin.git,NA,NA,,
1795,GHSA-6hmm-77r2-h6hr,CWE-862,CVE-2020-2091,Maven,org.jenkins-ci.plugins:ec2,0,1.48,https://github.com/jenkinsci/ec2-plugin,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6hmm-77r2-h6hr/GHSA-6hmm-77r2-h6hr.json,https://github.com/jenkinsci/ec2-plugin,NA,NA,,https://github.com/jenkinsci/ec2-plugin/commit/0cdbaf2d7da5c368209f427559c8608dec22a63b
1796,GHSA-6hvf-xvwm-vrw4,CWE-755,CVE-2019-9628,Maven,org.opensaml:xmltooling,0,3.0.4,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6hvf-xvwm-vrw4/GHSA-6hvf-xvwm-vrw4.json,http://svn.middleware.georgetown.edu/view/?root=java-opensaml2,NA,NA,,
1797,GHSA-6j5j-w6v4-rwqr,CWE-352,CVE-2019-1003078,Maven,org.jenkins-ci.plugins:labmanager,0,None,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6j5j-w6v4-rwqr/GHSA-6j5j-w6v4-rwqr.json,https://github.com/jenkinsci/labmanager-plugin,NA,NA,,
1798,GHSA-6j8f-66vh-39mj,CWE-200,CVE-2007-3385,Maven,org.apache.tomcat:tomcat,6.0.0,None,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6j8f-66vh-39mj/GHSA-6j8f-66vh-39mj.json,,NA,NA,,
1799,GHSA-6jfc-mc97-c7wg,CWE-425;CWE-862,CVE-2019-10354,Maven,org.jenkins-ci.main:jenkins-core,0,2.176.2,https://github.com/jenkinsci/jenkins/,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6jfc-mc97-c7wg/GHSA-6jfc-mc97-c7wg.json,scm:git:git://github.com/jenkinsci/jenkins.git/jenkins-core,NA,NA,,https://github.com/jenkinsci/jenkins/commit/279d8109eddb7a494428baf25af9756c2e33576b;https://github.com/jenkinsci/stapler/commit/19637555a9f32d3875356b47234131d8b1e9fee4
1800,GHSA-6jp2-hggx-8j7p,CWE-200,CVE-2017-1000087,Maven,org.jenkins-ci.plugins:github-branch-source,0,2.2.0-alpha-1,https://github.com/jenkinsci/github-branch-source-plugin,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6jp2-hggx-8j7p/GHSA-6jp2-hggx-8j7p.json,scm:git:git://github.com/jenkinsci/${project.artifactId}-plugin.git,NA,NA,,
1801,GHSA-6jvw-rpw4-gj4x,CWE-200,CVE-2013-4295,Maven,org.apache.shindig:shindig-php,2.5.0-beta1,2.5.0-update1,https://github.com/apache/shindig,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6jvw-rpw4-gj4x/GHSA-6jvw-rpw4-gj4x.json,http://svn.apache.org/viewvc/shindig/tags/shindig-project-2.5.0-update1/php,2.5.0-update1,2.5.0-beta6,,
1802,GHSA-6jxp-7g74-2rc3,CWE-20,CVE-2009-4611,Maven,org.mortbay.jetty:jetty,6.0.0,6.1.23,https://github.com/eclipse/jetty.project,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6jxp-7g74-2rc3/GHSA-6jxp-7g74-2rc3.json,http://fisheye.codehaus.org/viewrep/jetty/,6.1.23,6.1.22,,
1803,GHSA-6m48-jxwx-76q7,CWE-287,CVE-2013-2067,Maven,org.apache.tomcat:tomcat,6.0.21,6.0.37,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6m48-jxwx-76q7/GHSA-6m48-jxwx-76q7.json,,NA,NA,,
1804,GHSA-6m68-3w55-6mx4,CWE-200,CVE-2017-9795,Maven,org.apache.geode:geode-core,1.0.0,1.3.0,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6m68-3w55-6mx4/GHSA-6m68-3w55-6mx4.json,https://github.com/apache/geode,1.3.0,1.2.1,,
1805,GHSA-6mgq-vh7r-gccc,CWE-352,CVE-2019-1003086,Maven,org.jenkins-ci.plugins:sinatra-chef-builder,0,None,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6mgq-vh7r-gccc/GHSA-6mgq-vh7r-gccc.json,https://github.com/jenkinsci/sinatra-chef-builder-plugin,NA,NA,,
1806,GHSA-6mpp-cm3v-23vv,CWE-862,CVE-2021-21663,Maven,com.xebialabs.deployit.ci:deployit-plugin,0,10.0.2,https://github.com/jenkinsci/xldeploy-plugin,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6mpp-cm3v-23vv/GHSA-6mpp-cm3v-23vv.json,https://github.com/jenkinsci/xldeploy-plugin,NA,NA,,
1807,GHSA-6mv9-hcx5-7mhh,CWE-918,CVE-2018-1000067,Maven,org.jenkins-ci.main:jenkins-core,0,2.89.4,https://github.com/jenkinsci/jenkins,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6mv9-hcx5-7mhh/GHSA-6mv9-hcx5-7mhh.json,scm:git:git://github.com/jenkinsci/jenkins.git/jenkins-core,NA,NA,,https://github.com/jenkinsci/jenkins/commit/2d16b459205730d85e51499c2457109b234ca9d9
1808,GHSA-6mvr-cq72-f66v,CWE-79,CVE-2018-16277,Maven,org.xwiki.platform:xwiki-platform,0,None,https://github.com/xwiki/xwiki-platform,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6mvr-cq72-f66v/GHSA-6mvr-cq72-f66v.json,NA,NA,NA,,
1809,GHSA-6mwh-fw4p-75fj,CWE-502,CVE-2019-0195,Maven,org.apache.tapestry:tapestry-core,5.4.0,5.4.5,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6mwh-fw4p-75fj/GHSA-6mwh-fw4p-75fj.json,https://git-wip-us.apache.org/repos/asf/tapestry-5,5.4.5,5.4.4,,
1810,GHSA-6pj9-5q6j-j97c,CWE-862,CVE-2019-1003083,Maven,org.jenkins-ci.plugins:gearman-plugin,0,0.4.0,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6pj9-5q6j-j97c/GHSA-6pj9-5q6j-j97c.json,NA,NA,NA,,
1811,GHSA-6pqm-pp65-mc26,CWE-256;CWE-522,CVE-2019-10426,Maven,net.arangamani.jenkins:gem-publisher,0,None,https://github.com/jenkinsci/gem-publisher-plugin,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6pqm-pp65-mc26/GHSA-6pqm-pp65-mc26.json,https://github.com/jenkinsci/gem-publisher-plugin,NA,NA,,
1812,GHSA-6q4g-84f3-mw74,CWE-42,CVE-2021-21682,Maven,org.jenkins-ci.main:jenkins-core,2.304,2.315,https://github.com/jenkinsci/jenkins/,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6q4g-84f3-mw74/GHSA-6q4g-84f3-mw74.json,scm:git:git://github.com/jenkinsci/jenkins.git/jenkins-core,NA,NA,,https://github.com/jenkinsci/jenkins/commit/c2c2b59071265aea07f88d5e95297c0a433921c3
1813,GHSA-6q4p-jrjv-44gf,CWE-352,CVE-2019-10386,Maven,com.xebialabs.xlt.ci:xltestview-plugin,0,None,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6q4p-jrjv-44gf/GHSA-6q4p-jrjv-44gf.json,https://github.com/jenkinsci/xltestview-plugin,NA,NA,,
1814,GHSA-6q78-6xvr-26fg,,CVE-2019-1003001,Maven,org.jenkins-ci.plugins.workflow:workflow-cps-parent,0,2.61.1,https://github.com/jenkinsci/pipeline-model-definition-plugin/,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6q78-6xvr-26fg/GHSA-6q78-6xvr-26fg.json,NA,NA,NA,,https://github.com/jenkinsci/pipeline-model-definition-plugin/commit/6d7884dec610bf34503d24d494d994e9fc607642;https://github.com/jenkinsci/script-security-plugin/commit/2c5122e50742dd16492f9424992deb21cc07837c;https://github.com/jenkinsci/workflow-cps-plugin/commit/66c3e7aafe7888d4e1fe9995a688bb3fb742d742
1815,GHSA-6qr6-x7jm-x2q6,CWE-22,CVE-2015-5174,Maven,org.apache.tomcat:tomcat,8.0.0.RC1,8.0.27,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6qr6-x7jm-x2q6/GHSA-6qr6-x7jm-x2q6.json,,8.0.27,8.0.26,,
1816,GHSA-6qx9-rf9g-7jmr,CWE-20,CVE-2014-8125,Maven,org.drools:drools-core,0,6.2.0.Final,https://github.com/droolsjbpm/drools/,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6qx9-rf9g-7jmr/GHSA-6qx9-rf9g-7jmr.json,https://github.com/kiegroup/drools,6.2.0.Final,6.2.0.CR4,,https://github.com/droolsjbpm/drools/commit/c48464c3b246e6ef0d4cd0dbf67e83ccd532c6d3;https://github.com/droolsjbpm/jbpm/commit/713e8073ecf45623cfc5c918c5cbf700203f46e5
1817,GHSA-6r5v-hp32-fjqw,CWE-284,CVE-2015-0227,Maven,org.apache.ws.security:wss4j,0,1.6.17,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6r5v-hp32-fjqw/GHSA-6r5v-hp32-fjqw.json,https://svn.apache.org/viewvc/webservices/wss4j,1.6.17,1.6.16,,
1818,GHSA-6r7r-jj8h-pq6v,CWE-502,CVE-2016-4000,Maven,org.python:jython-standalone,0,2.7.1,NA,/home/saikatd/projects/advisory-database/advisories/github-reviewed/2022/05/GHSA-6r7r-jj8h-pq6v/GHSA-6r7r-jj8h-pq6v.json,https://github.com/jython/jython,2.7.1,2.7.0,,
